	sp_id	sp_hh_id	age	sex	work_id
76891	76892	549	71	F	17567
76892	76893	13136	61	M	15236
76893	76894	41467	76	F	61046
76894	76895	21719	6	F	10612
76895	76896	37637	92	F	29302
76896	76897	12023	88	F	57691
76897	76898	14848	42	M	23256
76898	76899	2360	66	M	41625
76899	76900	29286	15	M	3438
76900	76901	47752	37	F	53174
76901	76902	38497	92	F	40189
76902	76903	10826	48	M	28232
76903	76904	38914	54	M	36973
76904	76905	29229	2	F	6773
76905	76906	16282	7	M	8284
76906	76907	12239	63	F	51983
76907	76908	31647	85	M	18991
76908	76909	48508	35	M	55988
76909	76910	3765	66	F	47651
76910	76911	28485	60	M	18332
76911	76912	37410	51	M	37789
76912	76913	18899	27	F	53835
76913	76914	14830	52	F	42740
76914	76915	42476	37	M	33113
76915	76916	26053	43	M	46683
76916	76917	26873	34	M	52452
76917	76918	345	97	M	48280
76918	76919	36509	14	M	9030
76919	76920	15257	42	M	48241
76920	76921	22035	48	M	52005
76921	76922	23795	43	M	19698
76922	76923	29089	48	F	19446
76923	76924	25662	76	F	45258
76924	76925	40413	82	M	60744
76925	76926	4736	58	F	56758
76926	76927	47664	94	M	34171
76927	76928	4135	50	F	37520
76928	76929	42327	15	M	4020
76929	76930	29719	7	F	307
76930	76931	7701	11	F	3758
76931	76932	11151	52	M	17891
76932	76933	5901	16	F	8328
76933	76934	8758	29	F	60976
76934	76935	36159	13	M	11995
76935	76936	11958	22	M	16516
76936	76937	6433	80	F	40092
76937	76938	15219	48	F	19928
76938	76939	18879	73	M	45781
76939	76940	44285	3	F	4994
76940	76941	47730	18	M	18707
76941	76942	20444	14	F	5054
76942	76943	35762	60	F	22871
76943	76944	10997	71	F	39371
76944	76945	10342	23	M	56476
76945	76946	30857	83	F	21325
76946	76947	27365	55	F	41870
76947	76948	42829	57	M	12610
76948	76949	43794	66	M	35433
76949	76950	44496	11	M	9458
76950	76951	29692	1	F	12318
76951	76952	21444	89	M	51024
76952	76953	11877	30	M	41057
76953	76954	30099	78	M	59699
76954	76955	24435	50	M	44980
76955	76956	26936	58	F	46421
76956	76957	11301	82	F	61556
76957	76958	39452	5	M	3556
76958	76959	21607	94	F	14069
76959	76960	1274	74	M	39273
76960	76961	29501	42	F	44558
76961	76962	830	5	F	3973
76962	76963	9065	50	F	18397
76963	76964	49421	89	M	52006
76964	76965	37925	38	F	47502
76965	76966	29582	57	F	37905
76966	76967	17529	41	F	44765
76967	76968	31808	45	M	50486
76968	76969	21933	26	M	56525
76969	76970	35525	73	F	45888
76970	76971	25991	99	F	16108
76971	76972	2246	96	M	61278
76972	76973	894	4	F	5618
76973	76974	22750	91	F	37825
76974	76975	39823	39	M	45090
76975	76976	5004	32	M	57319
76976	76977	18581	30	F	18795
76977	76978	16515	88	F	42868
76978	76979	5987	38	F	38574
76979	76980	40621	76	F	19400
76980	76981	1999	83	F	23284
76981	76982	47118	37	F	44088
76982	76983	48699	24	F	19703
76983	76984	40799	61	F	26270
76984	76985	49242	16	M	10733
76985	76986	37824	92	F	38225
76986	76987	40869	31	F	30371
76987	76988	44159	56	F	37101
76988	76989	42335	13	F	4677
76989	76990	32178	92	M	37694
76990	76991	34504	86	M	36589
76991	76992	47606	24	M	32317
76992	76993	6578	95	F	14779
76993	76994	48546	89	F	49597
76994	76995	23500	34	F	14259
76995	76996	11622	43	F	19663
76996	76997	12856	92	F	38346
76997	76998	3377	92	F	42829
76998	76999	34365	7	F	9792
76999	77000	9402	87	M	50818
77000	77001	41858	7	M	1367
77001	77002	24263	31	F	40151
77002	77003	24150	99	F	60887
77003	77004	40931	56	F	30479
77004	77005	27372	12	F	11077
77005	77006	49329	64	M	19069
77006	77007	1320	69	F	59659
77007	77008	6248	79	M	53572
77008	77009	29426	19	F	29277
77009	77010	9008	43	F	30021
77010	77011	29142	38	F	49780
77011	77012	21538	18	F	21385
77012	77013	28370	40	F	59532
77013	77014	47721	37	F	33308
77014	77015	28819	67	M	13937
77015	77016	13901	7	F	1375
77016	77017	47318	57	F	15700
77017	77018	2100	12	F	1488
77018	77019	31928	57	M	20641
77019	77020	23692	42	M	15137
77020	77021	9796	75	F	29401
77021	77022	1203	46	F	60669
77022	77023	19413	4	M	5515
77023	77024	4010	83	M	38256
77024	77025	5614	53	M	22120
77025	77026	162	18	M	34364
77026	77027	25154	6	F	7419
77027	77028	6374	1	F	2649
77028	77029	31854	64	M	48783
77029	77030	3746	36	M	55454
77030	77031	1954	77	F	42808
77031	77032	12779	80	M	21612
77032	77033	6073	4	F	871
77033	77034	15078	55	F	32567
77034	77035	19649	88	F	15644
77035	77036	29260	44	F	42732
77036	77037	41510	68	M	15013
77037	77038	237	41	F	34213
77038	77039	49105	72	F	44691
77039	77040	33944	39	F	21205
77040	77041	1584	50	M	57838
77041	77042	14740	54	M	38905
77042	77043	45116	18	M	13640
77043	77044	17857	74	M	55560
77044	77045	38567	3	F	6640
77045	77046	30910	73	M	22249
77046	77047	12980	11	F	7256
77047	77048	29683	95	F	38753
77048	77049	29779	95	M	45663
77049	77050	16150	27	F	22935
77050	77051	7352	94	F	19533
77051	77052	4610	42	F	22395
77052	77053	22850	21	F	29980
77053	77054	20654	61	M	44391
77054	77055	27063	26	M	33103
77055	77056	21872	33	F	39973
77056	77057	43640	16	M	11689
77057	77058	45715	18	M	37046
77058	77059	44365	89	M	43052
77059	77060	22670	50	F	15283
77060	77061	41445	22	M	55529
77061	77062	19071	91	M	20872
77062	77063	1890	2	M	6521
77063	77064	24490	86	F	31710
77064	77065	4391	19	F	60457
77065	77066	19008	51	F	58613
77066	77067	14615	70	M	12927
77067	77068	20646	38	F	13546
77068	77069	33763	89	M	42503
77069	77070	7459	92	F	20159
77070	77071	7067	66	F	18830
77071	77072	17907	57	M	27316
77072	77073	38021	33	F	23832
77073	77074	3115	63	M	57037
77074	77075	44106	92	F	60871
77075	77076	14686	26	F	14296
77076	77077	33349	25	M	16268
77077	77078	30610	55	M	56620
77078	77079	20709	92	M	32084
77079	77080	37276	4	F	5793
77080	77081	6881	56	F	45198
77081	77082	44648	91	F	21176
77082	77083	17596	19	F	60307
77083	77084	45810	28	F	30253
77084	77085	41545	88	F	25524
77085	77086	40092	98	F	49562
77086	77087	48202	5	M	2406
77087	77088	9986	84	M	51733
77088	77089	42826	28	M	38296
77089	77090	36568	88	F	55717
77090	77091	41155	23	M	32126
77091	77092	1211	3	F	8842
77092	77093	46517	98	M	42722
77093	77094	40922	18	M	56050
77094	77095	13782	19	M	17259
77095	77096	20125	92	M	26038
77096	77097	46677	24	F	35061
77097	77098	36436	2	F	6353
77098	77099	5743	78	F	53471
77099	77100	40158	5	F	5471
77100	77101	35669	27	F	18263
77101	77102	29811	58	F	34186
77102	77103	49301	81	F	43745
77103	77104	46635	72	M	49560
77104	77105	9302	76	F	52105
77105	77106	49072	50	F	18324
77106	77107	28388	71	F	39755
77107	77108	33059	38	M	30203
77108	77109	48593	47	M	34068
77109	77110	5569	33	F	56788
77110	77111	40507	82	M	29063
77111	77112	25097	98	M	51505
77112	77113	36017	79	F	21264
77113	77114	27094	80	M	37470
77114	77115	23256	67	F	14872
77115	77116	40065	20	M	53885
77116	77117	28480	85	M	34537
77117	77118	12647	85	F	51958
77118	77119	11560	92	M	33370
77119	77120	41734	5	F	9438
77120	77121	12926	73	M	18717
77121	77122	28050	7	M	7574
77122	77123	39943	93	F	24125
77123	77124	30320	45	F	58594
77124	77125	4634	62	M	18625
77125	77126	32948	71	F	58937
77126	77127	24208	25	M	35768
77127	77128	19441	95	F	58622
77128	77129	46925	25	F	29573
77129	77130	7751	74	M	48487
77130	77131	13646	37	M	58294
77131	77132	25455	91	F	33069
77132	77133	14470	89	M	41964
77133	77134	45617	94	M	17564
77134	77135	23183	18	M	41176
77135	77136	16519	66	M	57592
77136	77137	47885	83	F	62087
77137	77138	22525	42	M	38325
77138	77139	41751	38	F	48235
77139	77140	15540	59	M	38887
77140	77141	15940	86	F	12601
77141	77142	14604	83	F	12719
77142	77143	43487	36	M	42917
77143	77144	40342	98	M	53646
77144	77145	43903	55	F	17729
77145	77146	7483	66	M	61562
77146	77147	29577	2	M	5907
77147	77148	3035	34	M	24875
77148	77149	22031	28	F	58350
77149	77150	8456	37	M	25920
77150	77151	27566	54	F	13120
77151	77152	5159	73	F	24376
77152	77153	8090	68	M	28748
77153	77154	39747	57	M	34031
77154	77155	27282	24	F	25440
77155	77156	18636	92	M	46339
77156	77157	45257	5	M	6657
77157	77158	22716	12	F	8518
77158	77159	31029	75	F	61677
77159	77160	2257	22	M	52427
77160	77161	10649	96	F	55230
77161	77162	25651	92	M	16225
77162	77163	48781	11	M	481
77163	77164	38969	1	F	11639
77164	77165	33588	30	M	54352
77165	77166	22778	4	F	8928
77166	77167	16881	2	F	9894
77167	77168	38448	36	M	60567
77168	77169	9821	94	F	54125
77169	77170	16910	50	F	34099
77170	77171	7561	24	M	29440
77171	77172	32180	55	F	52801
77172	77173	24734	17	F	1897
77173	77174	43133	35	M	49307
77174	77175	14391	60	M	54729
77175	77176	25711	6	M	3796
77176	77177	22796	68	M	25590
77177	77178	45421	8	F	6049
77178	77179	11773	98	M	23918
77179	77180	2578	16	F	1892
77180	77181	47658	77	F	44075
77181	77182	1154	77	F	13968
77182	77183	13972	63	F	43064
77183	77184	17095	12	M	3057
77184	77185	14001	62	M	41613
77185	77186	28566	15	M	8039
77186	77187	34000	78	F	44377
77187	77188	27099	31	M	24980
77188	77189	29584	87	F	50545
77189	77190	26239	22	F	16821
77190	77191	26636	90	M	38970
77191	77192	46519	77	F	36102
77192	77193	41674	11	F	4240
77193	77194	37856	25	M	12758
77194	77195	45105	39	F	62302
77195	77196	35994	41	M	14167
77196	77197	7035	1	M	2237
77197	77198	27159	92	M	23874
77198	77199	23887	22	F	28399
77199	77200	20328	70	M	38616
77200	77201	2336	1	F	802
77201	77202	2646	91	F	17218
77202	77203	7284	52	F	23948
77203	77204	43599	71	M	61213
77204	77205	41379	76	M	17324
77205	77206	10826	28	F	35674
77206	77207	29858	12	F	2806
77207	77208	10367	49	M	24173
77208	77209	47334	4	M	6720
77209	77210	10870	99	M	36077
77210	77211	7663	40	M	53719
77211	77212	6212	15	M	8793
77212	77213	8513	67	F	28534
77213	77214	33303	91	F	41939
77214	77215	15817	51	M	57896
77215	77216	19861	36	F	54292
77216	77217	986	81	M	57518
77217	77218	12053	12	M	2027
77218	77219	29670	79	M	33908
77219	77220	47038	60	M	25226
77220	77221	5621	32	M	60159
77221	77222	37727	81	F	43082
77222	77223	48449	20	F	51509
77223	77224	4041	96	M	13854
77224	77225	10784	81	F	33401
77225	77226	17952	69	F	25059
77226	77227	43328	2	F	6590
77227	77228	31402	57	M	14501
77228	77229	24211	27	M	29987
77229	77230	35452	26	M	44780
77230	77231	5865	10	M	11508
77231	77232	44880	61	F	49819
77232	77233	34724	62	F	31466
77233	77234	10169	9	F	7642
77234	77235	26091	5	M	12287
77235	77236	661	76	M	53021
77236	77237	40197	14	F	1989
77237	77238	33700	37	F	38604
77238	77239	12193	6	F	6361
77239	77240	29672	64	F	58475
77240	77241	43249	69	F	30475
77241	77242	19950	86	F	54929
77242	77243	27756	66	F	51253
77243	77244	32571	70	M	13788
77244	77245	45031	34	M	27043
77245	77246	4761	8	F	6414
77246	77247	17275	26	M	47802
77247	77248	46560	43	M	39464
77248	77249	27228	51	M	36505
77249	77250	44941	78	F	21441
77250	77251	12071	10	F	11092
77251	77252	18891	65	F	55489
77252	77253	37781	21	M	54884
77253	77254	13463	86	F	25515
77254	77255	10772	13	M	9724
77255	77256	16101	24	F	62083
77256	77257	23417	47	F	18406
77257	77258	44408	44	M	18281
77258	77259	918	5	F	9377
77259	77260	29194	67	F	61602
77260	77261	4761	48	F	22251
77261	77262	37102	9	F	9334
77262	77263	8006	33	M	55025
77263	77264	43007	19	F	24777
77264	77265	34285	86	F	39735
77265	77266	48969	85	M	43021
77266	77267	14248	18	M	41747
77267	77268	24499	23	F	33456
77268	77269	39925	89	M	40306
77269	77270	43287	63	M	39510
77270	77271	48836	54	F	22669
77271	77272	24294	54	M	18798
77272	77273	37662	46	F	31731
77273	77274	4414	11	M	7994
77274	77275	46309	74	M	31258
77275	77276	44600	27	M	47079
77276	77277	44289	85	M	29704
77277	77278	4616	76	F	41509
77278	77279	6882	69	M	32106
77279	77280	29138	69	M	55786
77280	77281	1368	62	F	27868
77281	77282	15831	72	M	28774
77282	77283	34189	57	F	20902
77283	77284	30036	38	M	28616
77284	77285	42070	39	M	61553
77285	77286	21402	33	F	57423
77286	77287	44493	50	M	20487
77287	77288	18217	62	F	31959
77288	77289	43411	34	F	37087
77289	77290	44379	89	F	45075
77290	77291	33188	29	F	26948
77291	77292	18257	4	M	3884
77292	77293	27611	12	M	10592
77293	77294	3257	73	M	55259
77294	77295	32326	25	M	48342
77295	77296	42150	16	M	3313
77296	77297	21251	64	F	62205
77297	77298	35387	20	F	53520
77298	77299	6238	67	M	32560
77299	77300	44805	55	M	31303
77300	77301	34059	7	M	7678
77301	77302	13081	16	F	11828
77302	77303	5647	20	M	54758
77303	77304	11295	80	F	13710
77304	77305	15189	52	F	15430
77305	77306	27592	15	F	1662
77306	77307	48100	91	M	42965
77307	77308	25508	36	F	17066
77308	77309	43186	33	F	44415
77309	77310	15533	98	M	60610
77310	77311	29933	95	F	28280
77311	77312	31372	57	M	43756
77312	77313	22821	67	F	52176
77313	77314	9191	95	F	14625
77314	77315	45261	66	F	59571
77315	77316	39851	23	F	58092
77316	77317	46146	98	M	18134
77317	77318	7969	26	F	58304
77318	77319	6355	49	M	25570
77319	77320	17746	45	F	51170
77320	77321	4927	45	F	35129
77321	77322	29739	30	F	18466
77322	77323	5381	62	F	45406
77323	77324	36534	83	M	49246
77324	77325	15681	63	F	40207
77325	77326	39554	22	M	35046
77326	77327	1111	11	F	938
77327	77328	42589	31	M	60691
77328	77329	6432	19	F	21714
77329	77330	36206	28	F	24792
77330	77331	14680	72	M	38470
77331	77332	33050	23	F	33100
77332	77333	28541	73	M	12962
77333	77334	47578	90	M	38612
77334	77335	7178	36	F	21737
77335	77336	24262	6	F	6763
77336	77337	29062	61	M	23552
77337	77338	37977	43	F	38781
77338	77339	1921	71	M	20912
77339	77340	32642	61	F	60806
77340	77341	17225	5	F	4702
77341	77342	24759	8	F	11453
77342	77343	3376	64	F	34918
77343	77344	243	12	M	2339
77344	77345	12373	50	F	62171
77345	77346	37906	60	M	57556
77346	77347	33177	69	M	24087
77347	77348	48207	74	M	60199
77348	77349	722	58	M	38494
77349	77350	14265	30	M	19358
77350	77351	15770	71	F	30371
77351	77352	13264	15	M	1049
77352	77353	42484	39	M	20033
77353	77354	22168	33	F	34893
77354	77355	6679	87	M	43716
77355	77356	44377	30	M	49183
77356	77357	41539	79	F	35118
77357	77358	12947	42	F	46768
77358	77359	10791	12	M	2441
77359	77360	39826	7	M	9335
77360	77361	47495	87	F	35606
77361	77362	30651	49	M	52047
77362	77363	23194	6	M	7400
77363	77364	6992	23	M	43371
77364	77365	14020	56	F	22353
77365	77366	42188	83	F	28109
77366	77367	27067	7	F	163
77367	77368	36415	52	F	33264
77368	77369	14827	4	F	4154
77369	77370	14161	22	M	54347
77370	77371	31847	22	F	20688
77371	77372	22792	52	M	46925
77372	77373	47089	62	M	44840
77373	77374	32332	16	F	5474
77374	77375	7650	37	F	24564
77375	77376	35716	13	F	9213
77376	77377	4905	28	M	50419
77377	77378	13708	3	M	6843
77378	77379	3671	42	F	43353
77379	77380	29672	49	M	26975
77380	77381	6748	84	F	19294
77381	77382	37204	43	F	18942
77382	77383	5442	47	F	57867
77383	77384	18103	26	F	45023
77384	77385	12111	36	M	13034
77385	77386	17544	46	F	46186
77386	77387	18952	20	M	59506
77387	77388	15327	94	F	17212
77388	77389	32875	95	M	57623
77389	77390	517	5	F	12168
77390	77391	9347	73	F	27491
77391	77392	8064	37	M	35501
77392	77393	14792	94	F	58427
77393	77394	35509	13	F	11844
77394	77395	28326	48	F	54679
77395	77396	35986	1	F	10845
77396	77397	26124	81	F	52886
77397	77398	32791	44	M	47980
77398	77399	20308	22	F	13079
77399	77400	27077	39	F	40365
77400	77401	23895	37	F	20282
77401	77402	32747	9	M	5570
77402	77403	26707	97	M	26901
77403	77404	23689	50	F	12562
77404	77405	36962	67	F	27873
77405	77406	45162	90	F	60960
77406	77407	43420	43	F	56999
77407	77408	44165	62	F	15144
77408	77409	43811	28	M	31185
77409	77410	33333	97	M	24956
77410	77411	40583	25	M	46562
77411	77412	22116	2	F	40
77412	77413	14963	68	M	40119
77413	77414	28260	72	F	44983
77414	77415	31713	45	M	54414
77415	77416	7359	73	F	48154
77416	77417	2941	88	F	15168
77417	77418	42567	31	F	23064
77418	77419	34911	62	M	49946
77419	77420	34439	23	M	35260
77420	77421	40107	62	F	38112
77421	77422	12607	69	F	26825
77422	77423	41443	81	M	21520
77423	77424	7287	46	M	25641
77424	77425	27769	33	F	33489
77425	77426	10890	81	F	49065
77426	77427	1932	62	M	38724
77427	77428	5170	69	F	60578
77428	77429	37285	62	F	32970
77429	77430	16299	24	F	55789
77430	77431	38421	11	M	5372
77431	77432	38848	36	F	17211
77432	77433	13938	1	F	3441
77433	77434	30863	56	M	34289
77434	77435	18175	86	M	28506
77435	77436	17641	51	F	59001
77436	77437	30109	8	F	9709
77437	77438	24004	99	F	17941
77438	77439	18584	52	M	46080
77439	77440	36974	98	M	22774
77440	77441	47906	7	M	4042
77441	77442	20958	81	F	37410
77442	77443	6216	9	M	8851
77443	77444	44971	52	F	53554
77444	77445	41192	64	M	35871
77445	77446	28232	33	F	55450
77446	77447	42701	6	M	5042
77447	77448	9772	54	F	54467
77448	77449	24780	56	M	25263
77449	77450	22222	80	M	27833
77450	77451	37642	73	F	49464
77451	77452	11082	18	F	46823
77452	77453	19185	8	F	212
77453	77454	47188	73	M	12703
77454	77455	26395	94	M	43584
77455	77456	20789	20	F	56134
77456	77457	30753	26	M	52148
77457	77458	32837	17	M	4264
77458	77459	4439	2	F	4702
77459	77460	34968	4	F	10126
77460	77461	3351	88	M	39768
77461	77462	43599	89	M	39184
77462	77463	33844	26	F	14922
77463	77464	40590	84	F	56056
77464	77465	22366	15	F	2234
77465	77466	11504	8	F	11226
77466	77467	30356	22	M	42423
77467	77468	17846	7	M	8018
77468	77469	1806	36	F	58653
77469	77470	14707	56	F	55379
77470	77471	49271	4	M	7379
77471	77472	11593	98	M	56586
77472	77473	25905	48	F	60482
77473	77474	24200	98	M	52544
77474	77475	12098	87	M	52761
77475	77476	10669	56	F	61621
77476	77477	28881	68	F	24166
77477	77478	9667	41	F	61893
77478	77479	6282	23	F	37551
77479	77480	24259	99	F	15662
77480	77481	44412	54	F	23224
77481	77482	41319	76	F	48717
77482	77483	34157	97	M	22457
77483	77484	23501	1	F	9605
77484	77485	19012	42	M	57566
77485	77486	29940	64	F	60005
77486	77487	20964	31	M	59208
77487	77488	49666	72	M	46605
77488	77489	30098	58	M	17094
77489	77490	6903	19	F	47003
77490	77491	32733	85	F	48120
77491	77492	35224	53	M	24928
77492	77493	40786	17	F	9760
77493	77494	17008	1	M	4570
77494	77495	5404	16	F	9524
77495	77496	45374	4	F	6445
77496	77497	11383	24	F	51143
77497	77498	24066	81	M	21135
77498	77499	16932	10	F	749
77499	77500	31446	68	M	17320
77500	77501	13757	97	F	24649
77501	77502	44153	10	F	10195
77502	77503	30194	20	F	13875
77503	77504	49720	47	M	20591
77504	77505	21201	99	M	36884
77505	77506	30761	28	F	40153
77506	77507	18683	64	F	38718
77507	77508	3263	77	F	46816
77508	77509	37152	9	F	3653
77509	77510	15332	81	M	34165
77510	77511	17963	89	F	38590
77511	77512	15985	17	M	4194
77512	77513	6310	64	F	15001
77513	77514	26743	90	M	51567
77514	77515	29617	6	F	4949
77515	77516	7897	79	F	57596
77516	77517	16569	28	F	49917
77517	77518	48399	4	F	7481
77518	77519	12813	49	M	14984
77519	77520	10888	55	F	47720
77520	77521	6878	88	F	44888
77521	77522	2330	8	F	8612
77522	77523	8017	35	F	46033
77523	77524	30594	17	M	11303
77524	77525	4721	44	F	17634
77525	77526	20261	60	F	47965
77526	77527	18598	93	F	43579
77527	77528	2723	78	M	32427
77528	77529	6188	51	M	26233
77529	77530	28739	28	F	42735
77530	77531	26417	64	M	28055
77531	77532	32604	2	M	1011
77532	77533	3767	54	F	43754
77533	77534	28343	81	F	44451
77534	77535	19839	6	M	3727
77535	77536	1005	7	F	8987
77536	77537	34526	29	F	25951
77537	77538	7203	29	F	51810
77538	77539	20925	59	F	25832
77539	77540	17226	46	M	24850
77540	77541	3741	61	M	50977
77541	77542	45665	21	F	57796
77542	77543	14112	33	M	13688
77543	77544	46636	7	M	6930
77544	77545	44666	40	F	24743
77545	77546	12197	54	F	45835
77546	77547	8223	60	F	24034
77547	77548	38215	16	M	3240
77548	77549	26006	35	M	59273
77549	77550	38533	51	M	44173
77550	77551	40153	3	F	5549
77551	77552	18095	27	F	54129
77552	77553	41110	26	F	14294
77553	77554	13054	75	M	54304
77554	77555	20512	26	M	52559
77555	77556	46056	20	M	28078
77556	77557	43877	3	F	2979
77557	77558	36655	63	F	21994
77558	77559	18869	92	M	38093
77559	77560	4557	63	F	40148
77560	77561	23129	83	M	54697
77561	77562	14844	89	F	42055
77562	77563	49601	69	M	45932
77563	77564	7907	95	F	15411
77564	77565	33262	1	M	681
77565	77566	21542	45	M	54944
77566	77567	22400	1	M	12439
77567	77568	16703	73	M	19374
77568	77569	30281	76	M	58637
77569	77570	6585	23	F	28632
77570	77571	41366	68	F	22742
77571	77572	41339	67	M	17484
77572	77573	21625	37	F	45731
77573	77574	17844	10	M	10840
77574	77575	27336	41	M	25997
77575	77576	23305	5	M	3612
77576	77577	36732	21	F	35356
77577	77578	34788	85	M	29727
77578	77579	8323	2	F	6070
77579	77580	2490	93	F	58934
77580	77581	46220	82	M	34076
77581	77582	23474	96	M	54498
77582	77583	43599	20	M	55437
77583	77584	24391	27	M	32673
77584	77585	39777	37	F	49096
77585	77586	45258	51	F	23572
77586	77587	34308	36	M	18008
77587	77588	41346	33	M	22877
77588	77589	28622	51	M	17332
77589	77590	47788	3	M	9355
77590	77591	30479	91	F	26844
77591	77592	25212	18	M	59920
77592	77593	31441	90	F	49508
77593	77594	40526	22	M	53778
77594	77595	17048	61	F	17013
77595	77596	35955	2	M	10963
77596	77597	10045	83	M	15576
77597	77598	4327	14	F	4040
77598	77599	22374	30	F	26746
77599	77600	34958	65	M	44302
77600	77601	37796	91	M	18051
77601	77602	4931	2	M	274
77602	77603	7117	40	M	50267
77603	77604	15223	37	F	60142
77604	77605	18397	85	F	44604
77605	77606	36686	33	F	37508
77606	77607	38127	15	F	6025
77607	77608	16291	68	F	43895
77608	77609	13735	43	F	21399
77609	77610	33588	87	F	57501
77610	77611	2809	76	F	49227
77611	77612	48186	95	M	15101
77612	77613	34515	9	F	3278
77613	77614	12287	5	F	6121
77614	77615	18427	8	F	2633
77615	77616	13958	57	M	30884
77616	77617	35412	94	F	50091
77617	77618	45849	13	F	6086
77618	77619	30798	35	M	38078
77619	77620	2079	36	M	31314
77620	77621	7569	71	M	15006
77621	77622	39074	25	M	31458
77622	77623	17318	37	M	32339
77623	77624	3176	81	F	49227
77624	77625	36722	33	M	12778
77625	77626	21007	71	M	34689
77626	77627	28962	12	F	8844
77627	77628	29601	5	M	2224
77628	77629	14667	11	M	5920
77629	77630	38115	91	M	61547
77630	77631	20109	84	F	37827
77631	77632	23742	43	F	38047
77632	77633	16830	12	M	11303
77633	77634	49947	25	M	37921
77634	77635	37690	73	M	57161
77635	77636	13601	8	M	5569
77636	77637	38401	83	M	40380
77637	77638	31037	53	M	57269
77638	77639	24346	77	F	21877
77639	77640	13064	83	M	36005
77640	77641	49850	12	M	6562
77641	77642	38968	54	M	38415
77642	77643	20191	37	M	15617
77643	77644	46579	95	F	22765
77644	77645	49788	71	F	27195
77645	77646	31775	56	F	43588
77646	77647	45990	10	F	9990
77647	77648	5964	72	M	41636
77648	77649	21072	85	F	16655
77649	77650	12737	9	F	7380
77650	77651	44873	72	M	22398
77651	77652	20208	73	F	33840
77652	77653	23428	84	F	16638
77653	77654	30090	99	M	14641
77654	77655	2899	98	F	35706
77655	77656	42565	87	M	25605
77656	77657	31887	59	F	41817
77657	77658	30242	36	F	29434
77658	77659	14831	17	M	767
77659	77660	16825	50	M	16521
77660	77661	23134	66	F	41915
77661	77662	10347	51	F	51177
77662	77663	19328	70	M	33842
77663	77664	33248	51	M	62246
77664	77665	29661	27	F	50104
77665	77666	12728	9	F	7559
77666	77667	4985	64	M	61020
77667	77668	20043	19	F	18864
77668	77669	39428	92	F	42254
77669	77670	42166	4	M	664
77670	77671	10799	14	M	10198
77671	77672	34172	88	M	18862
77672	77673	13762	34	M	18675
77673	77674	17788	29	M	28546
77674	77675	31023	63	M	26427
77675	77676	19886	4	F	9429
77676	77677	45451	78	F	43003
77677	77678	11138	3	F	6228
77678	77679	27132	17	F	6408
77679	77680	5572	2	M	12020
77680	77681	19689	52	M	49837
77681	77682	44835	10	M	7747
77682	77683	19230	32	F	36811
77683	77684	26240	5	M	5695
77684	77685	26659	11	M	8151
77685	77686	35779	15	F	5641
77686	77687	17840	97	M	19941
77687	77688	38029	58	M	15267
77688	77689	1437	67	M	15739
77689	77690	19014	69	F	42972
77690	77691	25363	8	M	6317
77691	77692	46498	60	F	51824
77692	77693	46754	32	F	34743
77693	77694	18623	16	F	5200
77694	77695	7958	49	F	61343
77695	77696	12969	77	F	39046
77696	77697	5510	38	F	43581
77697	77698	27584	18	M	54539
77698	77699	6227	44	F	25893
77699	77700	6855	75	M	42824
77700	77701	9365	45	F	48698
77701	77702	8638	66	M	40258
77702	77703	14357	81	M	21167
77703	77704	4401	79	M	24220
77704	77705	49899	33	M	21548
77705	77706	39438	97	M	62077
77706	77707	19572	99	F	39409
77707	77708	33516	87	F	33484
77708	77709	44931	11	M	5177
77709	77710	28293	65	F	51615
77710	77711	14159	70	M	18161
77711	77712	4160	11	F	227
77712	77713	21610	58	M	61889
77713	77714	7153	80	F	57544
77714	77715	2494	60	M	16345
77715	77716	11086	60	F	49389
77716	77717	34332	63	F	31775
77717	77718	31524	47	M	40913
77718	77719	3795	12	F	2609
77719	77720	26280	74	F	27352
77720	77721	35457	32	F	49956
77721	77722	47883	81	F	52193
77722	77723	4980	67	M	56112
77723	77724	31600	77	F	39088
77724	77725	36185	52	F	51995
77725	77726	32509	64	M	24667
77726	77727	28290	21	F	37980
77727	77728	10	2	M	5947
77728	77729	10659	53	F	41156
77729	77730	11788	96	M	13848
77730	77731	18190	37	M	26216
77731	77732	5195	26	M	46911
77732	77733	40811	21	M	42739
77733	77734	19330	88	F	31628
77734	77735	29077	63	F	60639
77735	77736	46849	90	M	22403
77736	77737	36331	29	M	44566
77737	77738	35180	57	M	29046
77738	77739	41976	33	M	36612
77739	77740	26741	36	M	54243
77740	77741	1107	92	F	35508
77741	77742	13549	89	M	23500
77742	77743	35228	85	F	32695
77743	77744	35782	41	F	22231
77744	77745	6447	99	F	53760
77745	77746	25487	17	M	10340
77746	77747	16400	1	F	10730
77747	77748	49554	34	M	57584
77748	77749	4691	22	M	36173
77749	77750	48806	47	F	54790
77750	77751	13795	96	F	16235
77751	77752	22031	7	M	10337
77752	77753	49671	89	M	39594
77753	77754	7564	53	F	38894
77754	77755	4555	61	F	21771
77755	77756	10934	21	F	39313
77756	77757	28367	49	M	42415
77757	77758	1005	59	M	49415
77758	77759	20996	7	M	3750
77759	77760	39906	85	F	41662
77760	77761	42764	61	M	33947
77761	77762	23335	51	F	54798
77762	77763	30809	26	M	35860
77763	77764	36249	34	M	62151
77764	77765	22855	94	M	39448
77765	77766	38084	57	F	12947
