	sp_id	stcotrbg	hh_race	hh_income	hh_size	latitude	longitude	location	mo_name
2201	2202	190000	1	0.0	5	53.136012177	50.09832299	POINT (50.09832299 53.136012177)	Куйбышевский район
4638	4639	190000	1	0.0	5	53.161029355	50.08202722	POINT (50.08202722 53.161029355)	Куйбышевский район
133	134	190000	1	0.0	24	53.112646193	50.074486607	POINT (50.074486607 53.112646193)	Куйбышевский район
4810	4811	190000	1	0.0	15	53.163689479	50.072967097	POINT (50.072967097 53.163689479)	Куйбышевский район
1773	1774	190000	1	0.0	10	53.134414505	50.094606626	POINT (50.094606626 53.134414505)	Куйбышевский район
2130	2131	190000	1	0.0	13	53.1357334	50.08987545	POINT (50.08987545 53.1357334)	Куйбышевский район
4468	4469	190000	1	0.0	10	53.15304342	50.084320194	POINT (50.084320194 53.15304342)	Куйбышевский район
3392	3393	190000	1	0.0	14	53.144268975	50.061407214	POINT (50.061407214 53.144268975)	Куйбышевский район
4501	4502	190000	1	0.0	4	53.1542126	50.08276335	POINT (50.08276335 53.1542126)	Куйбышевский район
2070	2071	190000	1	0.0	298	53.135529052	50.08087072	POINT (50.08087072 53.135529052)	Куйбышевский район
292	293	190000	1	0.0	13	53.1188626	50.07394925	POINT (50.07394925 53.1188626)	Куйбышевский район
2088	2089	190000	1	0.0	13	53.135586757	50.100628075	POINT (50.100628075 53.135586757)	Куйбышевский район
4575	4576	190000	1	0.0	2	53.1568797	50.0818417	POINT (50.0818417 53.1568797)	Куйбышевский район
1901	1902	190000	1	0.0	7	53.13495075	50.1319909	POINT (50.1319909 53.13495075)	Куйбышевский район
3032	3033	190000	1	0.0	14	53.14063995	50.13521555	POINT (50.13521555 53.14063995)	Куйбышевский район
645	646	190000	1	0.0	5	53.126850697	50.093438366	POINT (50.093438366 53.126850697)	Куйбышевский район
3842	3843	190000	1	0.0	4	53.14771665	50.0935994	POINT (50.0935994 53.14771665)	Куйбышевский район
760	761	190000	1	0.0	15	53.128425843	50.102874076	POINT (50.102874076 53.128425843)	Куйбышевский район
1023	1024	190000	1	0.0	8	53.13073752	50.097407416	POINT (50.097407416 53.13073752)	Куйбышевский район
1092	1093	190000	1	0.0	6	53.131204954	50.132282228	POINT (50.132282228 53.131204954)	Куйбышевский район
4164	4165	190000	1	0.0	3	53.15007471	50.024164801	POINT (50.024164801 53.15007471)	Куйбышевский район
5004	5005	190000	1	0.0	11	53.170260777	50.074186596	POINT (50.074186596 53.170260777)	Куйбышевский район
667	668	190000	1	0.0	9	53.127327233	50.091074045	POINT (50.091074045 53.127327233)	Куйбышевский район
3350	3351	190000	1	0.0	12	53.143801515	50.04044323	POINT (50.04044323 53.143801515)	Куйбышевский район
4895	4896	190000	1	0.0	3	53.16669892	50.07679245	POINT (50.07679245 53.16669892)	Куйбышевский район
1138	1139	190000	1	0.0	7	53.13142235	50.2052186	POINT (50.2052186 53.13142235)	Куйбышевский район
1947	1948	190000	1	0.0	4	53.1350858	50.2348125	POINT (50.2348125 53.1350858)	Куйбышевский район
2876	2877	190000	1	0.0	29	53.139389361	50.240128716	POINT (50.240128716 53.139389361)	Куйбышевский район
3237	3238	190000	1	0.0	3	53.14254435	50.05966875	POINT (50.05966875 53.14254435)	Куйбышевский район
717	718	190000	1	0.0	4	53.1280587	50.10133535	POINT (50.10133535 53.1280587)	Куйбышевский район
1783	1784	190000	1	0.0	8	53.134455311	50.089796516	POINT (50.089796516 53.134455311)	Куйбышевский район
3510	3511	190000	1	0.0	9	53.145399	50.01876275	POINT (50.01876275 53.145399)	Куйбышевский район
3349	3350	190000	1	0.0	63	53.143781078	50.046667329	POINT (50.046667329 53.143781078)	Куйбышевский район
4490	4491	190000	1	0.0	13	53.153624218	50.084191234	POINT (50.084191234 53.153624218)	Куйбышевский район
1537	1538	190000	1	0.0	6	53.133322822	50.102142479	POINT (50.102142479 53.133322822)	Куйбышевский район
3080	3081	190000	1	0.0	6	53.1410251	50.05404495	POINT (50.05404495 53.1410251)	Куйбышевский район
3684	3685	190000	1	0.0	8	53.14666295	50.09430415	POINT (50.09430415 53.14666295)	Куйбышевский район
4257	4258	190000	1	0.0	6	53.150740421	50.022524601	POINT (50.022524601 53.150740421)	Куйбышевский район
3732	3733	190000	1	0.0	8	53.146954	50.0941896	POINT (50.0941896 53.146954)	Куйбышевский район
3106	3107	190000	1	0.0	5	53.141249829	50.098086759	POINT (50.098086759 53.141249829)	Куйбышевский район
4901	4902	190000	1	0.0	9	53.16695803	50.075052005	POINT (50.075052005 53.16695803)	Куйбышевский район
4678	4679	190000	1	0.0	8	53.161707959	50.079539931	POINT (50.079539931 53.161707959)	Куйбышевский район
4657	4658	190000	1	0.0	2	53.161384591	50.07848318	POINT (50.07848318 53.161384591)	Куйбышевский район
3173	3174	190000	1	0.0	12	53.141869796	50.135197988	POINT (50.135197988 53.141869796)	Куйбышевский район
663	664	190000	1	0.0	8	53.127241776	50.092199858	POINT (50.092199858 53.127241776)	Куйбышевский район
2186	2187	190000	1	0.0	7	53.135955828	50.108428609	POINT (50.108428609 53.135955828)	Куйбышевский район
1825	1826	190000	1	0.0	11	53.134614318	50.239539581	POINT (50.239539581 53.134614318)	Куйбышевский район
4252	4253	190000	1	0.0	6	53.150715627	50.018834067	POINT (50.018834067 53.150715627)	Куйбышевский район
4812	4813	190000	1	0.0	6	53.163727	50.0918342	POINT (50.0918342 53.163727)	Куйбышевский район
2957	2958	190000	1	0.0	3	53.139940376	50.096308186	POINT (50.096308186 53.139940376)	Куйбышевский район
2256	2257	190000	1	0.0	8	53.136169853	50.111025798	POINT (50.111025798 53.136169853)	Куйбышевский район
4632	4633	190000	1	0.0	1	53.160953502	50.0792307	POINT (50.0792307 53.160953502)	Куйбышевский район
2881	2882	190000	1	0.0	4	53.139422628	50.095149201	POINT (50.095149201 53.139422628)	Куйбышевский район
2067	2068	190000	1	0.0	6	53.13551115	50.1125264	POINT (50.1125264 53.13551115)	Куйбышевский район
4636	4637	190000	1	0.0	4	53.161006745	50.079757196	POINT (50.079757196 53.161006745)	Куйбышевский район
865	866	190000	1	0.0	10	53.129496623	50.206208419	POINT (50.206208419 53.129496623)	Куйбышевский район
3839	3840	190000	1	0.0	13	53.147678424	50.088800966	POINT (50.088800966 53.147678424)	Куйбышевский район
3806	3807	190000	1	0.0	25	53.147446004	50.023500525	POINT (50.023500525 53.147446004)	Куйбышевский район
2355	2356	190000	1	0.0	11	53.1365725	50.0979386	POINT (50.0979386 53.1365725)	Куйбышевский район
4193	4194	190000	1	0.0	15	53.1503271	50.01550235	POINT (50.01550235 53.1503271)	Куйбышевский район
890	891	190000	1	0.0	14	53.129697881	50.09904988	POINT (50.09904988 53.129697881)	Куйбышевский район
2115	2116	190000	1	0.0	12	53.135697797	50.109160222	POINT (50.109160222 53.135697797)	Куйбышевский район
4525	4526	190000	1	0.0	16	53.155033609	50.082364286	POINT (50.082364286 53.155033609)	Куйбышевский район
3298	3299	190000	1	0.0	4	53.143205698	50.071452274	POINT (50.071452274 53.143205698)	Куйбышевский район
2202	2203	190000	1	0.0	6	53.1360139	50.10672745	POINT (50.10672745 53.1360139)	Куйбышевский район
2008	2009	190000	1	0.0	9	53.135273156	50.114613514	POINT (50.114613514 53.135273156)	Куйбышевский район
2337	2338	190000	1	0.0	16	53.136493046	50.093862727	POINT (50.093862727 53.136493046)	Куйбышевский район
939	940	190000	1	0.0	11	53.13003285	50.09955485	POINT (50.09955485 53.13003285)	Куйбышевский район
2387	2388	190000	1	0.0	6	53.13669493	50.097131734	POINT (50.097131734 53.13669493)	Куйбышевский район
2379	2380	190000	1	0.0	3	53.136666108	50.102643011	POINT (50.102643011 53.136666108)	Куйбышевский район
3388	3389	190000	1	0.0	10	53.14420075	50.0941278	POINT (50.0941278 53.14420075)	Куйбышевский район
3542	3543	190000	1	0.0	11	53.14563754	50.084646278	POINT (50.084646278 53.14563754)	Куйбышевский район
4380	4381	190000	1	0.0	8	53.15172633	50.079318595	POINT (50.079318595 53.15172633)	Куйбышевский район
386	387	190000	1	0.0	11	53.122118989	50.058428755	POINT (50.058428755 53.122118989)	Куйбышевский район
2028	2029	190000	1	0.0	8	53.13535454	50.101334375	POINT (50.101334375 53.13535454)	Куйбышевский район
4711	4712	190000	1	0.0	5	53.16212345	50.0769296	POINT (50.0769296 53.16212345)	Куйбышевский район
1532	1533	190000	1	0.0	5	53.133301583	50.093312189	POINT (50.093312189 53.133301583)	Куйбышевский район
2413	2414	190000	1	0.0	26	53.13684665	50.2331226	POINT (50.2331226 53.13684665)	Куйбышевский район
4496	4497	190000	1	0.0	6	53.153880813	50.085055273	POINT (50.085055273 53.153880813)	Куйбышевский район
4706	4707	190000	1	0.0	2	53.162033342	50.080811737	POINT (50.080811737 53.162033342)	Куйбышевский район
1151	1152	190000	1	0.0	10	53.131474191	50.225007344	POINT (50.225007344 53.131474191)	Куйбышевский район
4990	4991	190000	1	0.0	4	53.169779405	50.077496943	POINT (50.077496943 53.169779405)	Куйбышевский район
4703	4704	190000	1	0.0	3	53.162010834	50.078443819	POINT (50.078443819 53.162010834)	Куйбышевский район
3601	3602	190000	1	0.0	18	53.14608878	50.089137064	POINT (50.089137064 53.14608878)	Куйбышевский район
4244	4245	190000	1	0.0	12	53.150671404	50.024471351	POINT (50.024471351 53.150671404)	Куйбышевский район
2891	2892	190000	1	0.0	20	53.13947151	50.240567717	POINT (50.240567717 53.13947151)	Куйбышевский район
1423	1424	190000	1	0.0	19	53.132766767	50.241283132	POINT (50.241283132 53.132766767)	Куйбышевский район
1217	1218	190000	1	0.0	5	53.13178122	50.193036142	POINT (50.193036142 53.13178122)	Куйбышевский район
1051	1052	190000	1	0.0	12	53.130932404	50.198004927	POINT (50.198004927 53.130932404)	Куйбышевский район
4519	4520	190000	1	0.0	28	53.154824715	50.074832777	POINT (50.074832777 53.154824715)	Куйбышевский район
331	332	190000	1	0.0	7	53.120512133	50.057367639	POINT (50.057367639 53.120512133)	Куйбышевский район
737	738	190000	1	0.0	9	53.128262199	50.091889734	POINT (50.091889734 53.128262199)	Куйбышевский район
2541	2542	190000	1	0.0	3	53.137428504	50.094090272	POINT (50.094090272 53.137428504)	Куйбышевский район
2100	2101	190000	1	0.0	9	53.13562935	50.092241721	POINT (50.092241721 53.13562935)	Куйбышевский район
1266	1267	190000	1	0.0	3	53.132036684	50.130920029	POINT (50.130920029 53.132036684)	Куйбышевский район
141	142	190000	1	0.0	20	53.1129033	50.0788393	POINT (50.0788393 53.1129033)	Куйбышевский район
1957	1958	190000	1	0.0	8	53.135119867	50.102606247	POINT (50.102606247 53.135119867)	Куйбышевский район
4505	4506	190000	1	0.0	1	53.154353872	50.082015492	POINT (50.082015492 53.154353872)	Куйбышевский район
2910	2911	190000	1	0.0	5	53.139607389	50.095174723	POINT (50.095174723 53.139607389)	Куйбышевский район
182	183	190000	1	0.0	51	53.11392475	50.0749876	POINT (50.0749876 53.11392475)	Куйбышевский район
1323	1324	190000	1	0.0	2	53.13230245	50.12564105	POINT (50.12564105 53.13230245)	Куйбышевский район
1032	1033	190000	1	0.0	7	53.130812423	50.200387124	POINT (50.200387124 53.130812423)	Куйбышевский район
2273	2274	190000	1	0.0	6	53.136229615	50.115497991	POINT (50.115497991 53.136229615)	Куйбышевский район
4691	4692	190000	1	0.0	2	53.161863928	50.080669726	POINT (50.080669726 53.161863928)	Куйбышевский район
3766	3767	190000	1	0.0	10	53.1472013	50.0912649	POINT (50.0912649 53.1472013)	Куйбышевский район
4557	4558	190000	1	0.0	8	53.156367933	50.08196944	POINT (50.08196944 53.156367933)	Куйбышевский район
4035	4036	190000	1	0.0	5	53.14912325	50.01957625	POINT (50.01957625 53.14912325)	Куйбышевский район
3942	3943	190000	1	0.0	8	53.148408133	50.015596702	POINT (50.015596702 53.148408133)	Куйбышевский район
2725	2726	190000	1	0.0	27	53.138305784	50.238288174	POINT (50.238288174 53.138305784)	Куйбышевский район
2505	2506	190000	1	0.0	87	53.137262635	50.077582135	POINT (50.077582135 53.137262635)	Куйбышевский район
1639	1640	190000	1	0.0	3	53.133807105	50.132381528	POINT (50.132381528 53.133807105)	Куйбышевский район
3901	3902	190000	1	0.0	4	53.14814	50.02608565	POINT (50.02608565 53.14814)	Куйбышевский район
4444	4445	190000	1	0.0	11	53.15261555	50.08225835	POINT (50.08225835 53.15261555)	Куйбышевский район
4648	4649	190000	1	0.0	7	53.161257557	50.082280736	POINT (50.082280736 53.161257557)	Куйбышевский район
3527	3528	190000	1	0.0	5	53.145488342	50.016270165	POINT (50.016270165 53.145488342)	Куйбышевский район
2143	2144	190000	1	0.0	5	53.135792	50.09226925	POINT (50.09226925 53.135792)	Куйбышевский район
1132	1133	190000	1	0.0	9	53.13141025	50.20605405	POINT (50.20605405 53.13141025)	Куйбышевский район
1357	1358	190000	1	0.0	5	53.132451981	50.133185661	POINT (50.133185661 53.132451981)	Куйбышевский район
4940	4941	190000	1	0.0	6	53.168321424	50.071725772	POINT (50.071725772 53.168321424)	Куйбышевский район
2557	2558	190000	1	0.0	12	53.137496793	50.128390322	POINT (50.128390322 53.137496793)	Куйбышевский район
857	858	190000	1	0.0	15	53.129414698	50.216116288	POINT (50.216116288 53.129414698)	Куйбышевский район
3729	3730	190000	1	0.0	225	53.146943546	50.060363912	POINT (50.060363912 53.146943546)	Куйбышевский район
4179	4180	190000	1	0.0	6	53.150166046	50.01819737	POINT (50.01819737 53.150166046)	Куйбышевский район
4438	4439	190000	1	0.0	8	53.152566846	50.084928275	POINT (50.084928275 53.152566846)	Куйбышевский район
1658	1659	190000	1	0.0	5	53.133887883	50.100621102	POINT (50.100621102 53.133887883)	Куйбышевский район
3252	3253	190000	1	0.0	3	53.142700524	50.097223659	POINT (50.097223659 53.142700524)	Куйбышевский район
2678	2679	190000	1	0.0	9	53.138030807	50.094939797	POINT (50.094939797 53.138030807)	Куйбышевский район
4751	4752	190000	1	0.0	3	53.162769132	50.080984881	POINT (50.080984881 53.162769132)	Куйбышевский район
3122	3123	190000	1	0.0	19	53.141432608	50.132644968	POINT (50.132644968 53.141432608)	Куйбышевский район
3489	3490	190000	1	0.0	4	53.145153968	50.093514915	POINT (50.093514915 53.145153968)	Куйбышевский район
4959	4960	190000	1	0.0	8	53.168712223	50.072464769	POINT (50.072464769 53.168712223)	Куйбышевский район
2583	2584	190000	1	0.0	5	53.137602077	50.100917878	POINT (50.100917878 53.137602077)	Куйбышевский район
2341	2342	190000	1	0.0	4	53.1365076	50.2413198	POINT (50.2413198 53.1365076)	Куйбышевский район
3494	3495	190000	1	0.0	20	53.14522615	50.03926775	POINT (50.03926775 53.14522615)	Куйбышевский район
1738	1739	190000	1	0.0	3	53.1342791	50.0934497	POINT (50.0934497 53.1342791)	Куйбышевский район
812	813	190000	1	0.0	17	53.128974734	50.103626059	POINT (50.103626059 53.128974734)	Куйбышевский район
1774	1775	190000	1	0.0	9	53.134414713	50.093750759	POINT (50.093750759 53.134414713)	Куйбышевский район
4004	4005	190000	1	0.0	1	53.148854211	50.018604873	POINT (50.018604873 53.148854211)	Куйбышевский район
317	318	190000	1	0.0	136	53.1201261	50.08191245	POINT (50.08191245 53.1201261)	Куйбышевский район
1231	1232	190000	1	0.0	4	53.131835324	50.089853313	POINT (50.089853313 53.131835324)	Куйбышевский район
3582	3583	190000	1	0.0	10	53.14591045	50.0848353	POINT (50.0848353 53.14591045)	Куйбышевский район
2193	2194	190000	1	0.0	13	53.135981636	50.101278875	POINT (50.101278875 53.135981636)	Куйбышевский район
1592	1593	190000	1	0.0	14	53.133605806	50.097471115	POINT (50.097471115 53.133605806)	Куйбышевский район
48	49	190000	1	0.0	4	53.107499295	50.032037197	POINT (50.032037197 53.107499295)	Куйбышевский район
2512	2513	190000	1	0.0	2	53.137292497	50.100934074	POINT (50.100934074 53.137292497)	Куйбышевский район
977	978	190000	1	0.0	7	53.1303225	50.21342875	POINT (50.21342875 53.1303225)	Куйбышевский район
1019	1020	190000	1	0.0	8	53.130715924	50.202565099	POINT (50.202565099 53.130715924)	Куйбышевский район
3409	3410	190000	1	0.0	10	53.14442155	50.09340495	POINT (50.09340495 53.14442155)	Куйбышевский район
2315	2316	190000	1	0.0	19	53.136414841	50.235322925	POINT (50.235322925 53.136414841)	Куйбышевский район
4833	4834	190000	1	0.0	3	53.164023965	50.083052056	POINT (50.083052056 53.164023965)	Куйбышевский район
1120	1121	190000	1	0.0	15	53.131353116	50.232312808	POINT (50.232312808 53.131353116)	Куйбышевский район
1040	1041	190000	1	0.0	9	53.13085855	50.08972735	POINT (50.08972735 53.13085855)	Куйбышевский район
3063	3064	190000	1	0.0	4	53.140866404	50.096824026	POINT (50.096824026 53.140866404)	Куйбышевский район
2988	2989	190000	1	0.0	9	53.1402672	50.242477917	POINT (50.242477917 53.1402672)	Куйбышевский район
1699	1700	190000	1	0.0	10	53.13409315	50.1297229	POINT (50.1297229 53.13409315)	Куйбышевский район
3393	3394	190000	1	0.0	8	53.1442977	50.0964258	POINT (50.0964258 53.1442977)	Куйбышевский район
674	675	190000	1	0.0	12	53.127446946	50.061263636	POINT (50.061263636 53.127446946)	Куйбышевский район
4763	4764	190000	1	0.0	3	53.163003324	50.077127888	POINT (50.077127888 53.163003324)	Куйбышевский район
3101	3102	190000	1	0.0	11	53.14121915	50.1316291	POINT (50.1316291 53.14121915)	Куйбышевский район
3612	3613	190000	1	0.0	10	53.14616825	50.0941761	POINT (50.0941761 53.14616825)	Куйбышевский район
1753	1754	190000	1	0.0	5	53.134318782	50.102247024	POINT (50.102247024 53.134318782)	Куйбышевский район
3591	3592	190000	1	0.0	2	53.145999419	50.020375194	POINT (50.020375194 53.145999419)	Куйбышевский район
3175	3176	190000	1	0.0	7	53.141875143	50.096179646	POINT (50.096179646 53.141875143)	Куйбышевский район
1614	1615	190000	1	0.0	7	53.133693267	50.243796649	POINT (50.243796649 53.133693267)	Куйбышевский район
535	536	190000	1	0.0	4	53.124070202	50.059166362	POINT (50.059166362 53.124070202)	Куйбышевский район
831	832	190000	1	0.0	11	53.129179936	50.201941606	POINT (50.201941606 53.129179936)	Куйбышевский район
1819	1820	190000	1	0.0	15	53.134596682	50.118173589	POINT (50.118173589 53.134596682)	Куйбышевский район
570	571	190000	1	0.0	5	53.124499057	50.059286731	POINT (50.059286731 53.124499057)	Куйбышевский район
2495	2496	190000	1	0.0	4	53.137216151	50.097498543	POINT (50.097498543 53.137216151)	Куйбышевский район
1832	1833	190000	1	0.0	16	53.134634202	50.128172428	POINT (50.128172428 53.134634202)	Куйбышевский район
4855	4856	190000	1	0.0	3	53.164329599	50.079723925	POINT (50.079723925 53.164329599)	Куйбышевский район
2038	2039	190000	1	0.0	10	53.13539485	50.1248555	POINT (50.1248555 53.13539485)	Куйбышевский район
3189	3190	190000	1	0.0	7	53.142008465	50.094283895	POINT (50.094283895 53.142008465)	Куйбышевский район
3830	3831	190000	1	0.0	6	53.1476256	50.02673945	POINT (50.02673945 53.1476256)	Куйбышевский район
135	136	190000	1	0.0	9	53.11275695	50.0825199	POINT (50.0825199 53.11275695)	Куйбышевский район
2781	2782	190000	1	0.0	5	53.138665921	50.135773125	POINT (50.135773125 53.138665921)	Куйбышевский район
5063	5064	190000	1	0.0	7	53.171337	50.076609	POINT (50.076609 53.171337)	Куйбышевский район
1416	1417	190000	1	0.0	4	53.132725822	50.124623061	POINT (50.124623061 53.132725822)	Куйбышевский район
2915	2916	190000	1	0.0	7	53.139627967	50.097539646	POINT (50.097539646 53.139627967)	Куйбышевский район
367	368	190000	1	0.0	86	53.12153185	50.0869961	POINT (50.0869961 53.12153185)	Куйбышевский район
1470	1471	190000	1	0.0	8	53.13300375	50.1006267	POINT (50.1006267 53.13300375)	Куйбышевский район
1377	1378	190000	1	0.0	8	53.132547661	50.093723362	POINT (50.093723362 53.132547661)	Куйбышевский район
4025	4026	190000	1	0.0	6	53.14901215	50.01372395	POINT (50.01372395 53.14901215)	Куйбышевский район
2621	2622	190000	1	0.0	3	53.137776788	50.135304153	POINT (50.135304153 53.137776788)	Куйбышевский район
3772	3773	190000	1	0.0	10	53.147233963	50.071019468	POINT (50.071019468 53.147233963)	Куйбышевский район
4520	4521	190000	1	0.0	6	53.154833774	50.08314636	POINT (50.08314636 53.154833774)	Куйбышевский район
1939	1940	190000	1	0.0	7	53.1350591	50.1152544	POINT (50.1152544 53.1350591)	Куйбышевский район
1086	1087	190000	1	0.0	6	53.131154396	50.089750224	POINT (50.089750224 53.131154396)	Куйбышевский район
763	764	190000	1	0.0	11	53.128454732	50.095846432	POINT (50.095846432 53.128454732)	Куйбышевский район
1924	1925	190000	1	0.0	7	53.135025836	50.11961997	POINT (50.11961997 53.135025836)	Куйбышевский район
2404	2405	190000	1	0.0	5	53.136774746	50.089704676	POINT (50.089704676 53.136774746)	Куйбышевский район
2804	2805	190000	1	0.0	6	53.138890196	50.130906918	POINT (50.130906918 53.138890196)	Куйбышевский район
4014	4015	190000	1	0.0	5	53.148954793	50.066218142	POINT (50.066218142 53.148954793)	Куйбышевский район
2591	2592	190000	1	0.0	116	53.137633445	50.078117134	POINT (50.078117134 53.137633445)	Куйбышевский район
783	784	190000	1	0.0	7	53.128657565	50.097732311	POINT (50.097732311 53.128657565)	Куйбышевский район
3909	3910	190000	1	0.0	11	53.14819785	50.0226931	POINT (50.0226931 53.14819785)	Куйбышевский район
4238	4239	190000	1	0.0	6	53.15063345	50.0830905	POINT (50.0830905 53.15063345)	Куйбышевский район
944	945	190000	1	0.0	25	53.130055761	50.205622987	POINT (50.205622987 53.130055761)	Куйбышевский район
2716	2717	190000	1	0.0	8	53.138245433	50.096558816	POINT (50.096558816 53.138245433)	Куйбышевский район
603	604	190000	1	0.0	3	53.124916266	50.08356159	POINT (50.08356159 53.124916266)	Куйбышевский район
2615	2616	190000	1	0.0	11	53.137751022	50.134621683	POINT (50.134621683 53.137751022)	Куйбышевский район
2024	2025	190000	1	0.0	26	53.135347207	50.0957911	POINT (50.0957911 53.135347207)	Куйбышевский район
162	163	190000	1	0.0	93	53.11356855	50.0778309	POINT (50.0778309 53.11356855)	Куйбышевский район
2289	2290	190000	1	0.0	5	53.1362886	50.1132643	POINT (50.1132643 53.1362886)	Куйбышевский район
1693	1694	190000	1	0.0	8	53.134067751	50.134386913	POINT (50.134386913 53.134067751)	Куйбышевский район
4549	4550	190000	1	0.0	16	53.155995172	50.083460231	POINT (50.083460231 53.155995172)	Куйбышевский район
3165	3166	190000	1	0.0	107	53.141807359	50.043657195	POINT (50.043657195 53.141807359)	Куйбышевский район
641	642	190000	1	0.0	7	53.12666085	50.0930507	POINT (50.0930507 53.12666085)	Куйбышевский район
4138	4139	190000	1	0.0	16	53.149898996	50.01137615	POINT (50.01137615 53.149898996)	Куйбышевский район
4074	4075	190000	1	0.0	4	53.14937655	50.0653444	POINT (50.0653444 53.14937655)	Куйбышевский район
2686	2687	190000	1	0.0	7	53.138069656	50.098643727	POINT (50.098643727 53.138069656)	Куйбышевский район
2392	2393	190000	1	0.0	5	53.13672365	50.1093092	POINT (50.1093092 53.13672365)	Куйбышевский район
2364	2365	190000	1	0.0	4	53.136610623	50.089715974	POINT (50.089715974 53.136610623)	Куйбышевский район
660	661	190000	1	0.0	11	53.127086197	50.091706487	POINT (50.091706487 53.127086197)	Куйбышевский район
4894	4895	190000	1	0.0	11	53.166664965	50.07617018	POINT (50.07617018 53.166664965)	Куйбышевский район
4486	4487	190000	1	0.0	7	53.153441097	50.089755124	POINT (50.089755124 53.153441097)	Куйбышевский район
2348	2349	190000	1	0.0	10	53.136540196	50.114085793	POINT (50.114085793 53.136540196)	Куйбышевский район
3644	3645	190000	1	0.0	4	53.146346021	50.015298964	POINT (50.015298964 53.146346021)	Куйбышевский район
1840	1841	190000	1	0.0	5	53.13467875	50.1345438	POINT (50.1345438 53.13467875)	Куйбышевский район
1420	1421	190000	1	0.0	5	53.1327448	50.13478605	POINT (50.13478605 53.1327448)	Куйбышевский район
4279	4280	190000	1	0.0	5	53.150917762	50.091050944	POINT (50.091050944 53.150917762)	Куйбышевский район
4768	4769	190000	1	0.0	12	53.163081504	50.079901627	POINT (50.079901627 53.163081504)	Куйбышевский район
1893	1894	190000	1	0.0	6	53.134924471	50.115210506	POINT (50.115210506 53.134924471)	Куйбышевский район
4704	4705	190000	1	0.0	4	53.1620197	50.0786177	POINT (50.0786177 53.1620197)	Куйбышевский район
4970	4971	190000	1	0.0	5	53.168935725	50.073920039	POINT (50.073920039 53.168935725)	Куйбышевский район
3929	3930	190000	1	0.0	6	53.148331633	50.087176787	POINT (50.087176787 53.148331633)	Куйбышевский район
2732	2733	190000	1	0.0	9	53.13834955	50.136728	POINT (50.136728 53.13834955)	Куйбышевский район
4952	4953	190000	1	0.0	9	53.16851045	50.07298505	POINT (50.07298505 53.16851045)	Куйбышевский район
3976	3977	190000	1	0.0	3	53.1486509	50.0162878	POINT (50.0162878 53.1486509)	Куйбышевский район
209	210	190000	1	0.0	72	53.114941674	50.08007918	POINT (50.08007918 53.114941674)	Куйбышевский район
3626	3627	190000	1	0.0	6	53.1462096	50.02389595	POINT (50.02389595 53.1462096)	Куйбышевский район
2654	2655	190000	1	0.0	9	53.137927396	50.100597074	POINT (50.100597074 53.137927396)	Куйбышевский район
4719	4720	190000	1	0.0	9	53.16226195	50.082280769	POINT (50.082280769 53.16226195)	Куйбышевский район
4474	4475	190000	1	0.0	29	53.153184009	50.089742473	POINT (50.089742473 53.153184009)	Куйбышевский район
3468	3469	190000	1	0.0	12	53.145024303	50.086750487	POINT (50.086750487 53.145024303)	Куйбышевский район
1083	1084	190000	1	0.0	5	53.1311494	50.13305605	POINT (50.13305605 53.1311494)	Куйбышевский район
1022	1023	190000	1	0.0	12	53.13073435	50.0897291	POINT (50.0897291 53.13073435)	Куйбышевский район
1057	1058	190000	1	0.0	14	53.130965722	50.132211861	POINT (50.132211861 53.130965722)	Куйбышевский район
1562	1563	190000	1	0.0	23	53.133461403	50.093395076	POINT (50.093395076 53.133461403)	Куйбышевский район
3401	3402	190000	1	0.0	2	53.144368145	50.062032921	POINT (50.062032921 53.144368145)	Куйбышевский район
412	413	190000	1	0.0	8	53.122695995	50.067907221	POINT (50.067907221 53.122695995)	Куйбышевский район
4981	4982	190000	1	0.0	3	53.169366365	50.077103445	POINT (50.077103445 53.169366365)	Куйбышевский район
1483	1484	190000	1	0.0	27	53.133068482	50.104122882	POINT (50.104122882 53.133068482)	Куйбышевский район
989	990	190000	1	0.0	11	53.1304219	50.094435667	POINT (50.094435667 53.1304219)	Куйбышевский район
337	338	190000	1	0.0	113	53.120713837	50.081113036	POINT (50.081113036 53.120713837)	Куйбышевский район
3010	3011	190000	1	0.0	5	53.140447673	50.098733159	POINT (50.098733159 53.140447673)	Куйбышевский район
2834	2835	190000	1	0.0	20	53.139056833	50.239411437	POINT (50.239411437 53.139056833)	Куйбышевский район
4234	4235	190000	1	0.0	9	53.1506048	50.1410089	POINT (50.1410089 53.1506048)	Куйбышевский район
3375	3376	190000	1	0.0	5	53.14402605	50.09690995	POINT (50.09690995 53.14402605)	Куйбышевский район
4701	4702	190000	1	0.0	1	53.1619828	50.07793865	POINT (50.07793865 53.1619828)	Куйбышевский район
3790	3791	190000	1	0.0	12	53.14734095	50.02231485	POINT (50.02231485 53.14734095)	Куйбышевский район
4602	4603	190000	1	0.0	10	53.157726306	50.086794624	POINT (50.086794624 53.157726306)	Куйбышевский район
71	72	190000	1	0.0	4	53.108275377	50.033125246	POINT (50.033125246 53.108275377)	Куйбышевский район
2824	2825	190000	1	0.0	4	53.13901232	50.0986541	POINT (50.0986541 53.13901232)	Куйбышевский район
4623	4624	190000	1	0.0	5	53.160613426	50.081700163	POINT (50.081700163 53.160613426)	Куйбышевский район
